title,audio_file_id,genre,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
Kaiko Song 1,T5426R22m,Women's song,4,11,11,5,2,8,11,11,11,2,0,9,11,11,3,1,8,1,8,8,5,11,2,7,11,11,0,7,11,5,5,2,4,5,5,0,0
Kaiko Song 2,T5426R23m,Women's song,4,11,11,0,2,8,11,11,11,2,0,9,11,11,3,1,8,1,8,8,5,4,0,7,11,11,0,7,11,5,5,2,4,5,5,0,0
Kaiko Song 3,T5426R24,Women's song,4,11,11,5,2,8,11,11,11,5,1,9,11,11,3,1,8,0,8,8,5,11,2,3,11,11,0,7,11,5,5,5,4,5,5,0,0
Kaiko Song 4,T5426R25,Women's song,4,11,11,5,2,8,11,11,11,2,0,9,11,11,3,2,8,0,11,8,5,11,2,7,11,11,0,11,5,5,5,5,4,5,5,0,0
Pwo Karen Song,NULL,"",10,11,11,8,11,11,11,11,11,11,1,11,11,11,3,1,2,1,11,5,8,11,0,1,5,7,0,3,0,0,11,5,4,11,8,8,11
Mixed Chorus with Frame Drum,PENDING,"",7,10,7,5,8,5,5,2,2,5,6,11,9,9,3,6,2,3,8,2,2,11,2,1,2,0,0,7,0,0,5,5,4,5,5,8,2
Indian Schottische,PENDING,"",7,4,7,5,8,5,5,0,2,2,6,9,9,5,3,1,2,1,11,8,2,11,0,1,5,0,0,3,0,0,5,5,4,5,5,8,2
Serious Potlatch Song 1,PENDING,Feast song; potlatch song,7,10,10,0,8,8,8,11,11,5,6,9,1,11,0,6,2,9,11,5,2,6,0,9,8,0,3,3,5,0,0,2,4,5,5,5,2
Serious Potlatch Song 2,PENDING,Feast song; potlatch song,7,10,10,0,5,5,8,11,11,5,1,9,1,11,3,6,5,3,11,8,2,4,0,9,8,0,0,3,0,0,0,2,4,5,2,5,2
Story Song,PENDING,Story song,6,10,10,5,8,5,8,11,11,5,1,9,9,11,3,6,2,6,11,5,2,11,2,3,5,0,0,7,0,0,5,5,4,5,5,8,2
Fox in a Trap,PENDING,Animal song,6,10,7,0,8,8,5,0,2,2,6,9,9,9,3,6,2,7,8,2,2,6,2,3,5,0,0,3,0,0,5,2,4,2,0,8,2
Whiskey,PENDING,Drinking song,6,10,10,5,5,5,8,11,11,5,6,9,9,11,3,6,2,7,11,5,0,11,2,7,5,0,0,7,0,0,5,2,4,5,5,5,5
Duck's Damba,PENDING,"",6,10,6,5,5,5,5,0,2,2,6,9,9,9,3,6,2,9,8,2,2,11,2,3,5,0,0,3,0,0,5,2,4,5,5,8,2
Song for Two Voices with Drum 1,PENDING,"",7,10,6,5,8,5,5,0,2,0,1,9,9,9,3,0,2,0,11,8,2,11,0,7,8,0,0,0,5,5,0,2,4,8,8,8,2
Song for Two Voices with Drum 2,PENDING,"",7,10,6,5,5,5,8,0,2,2,1,9,9,9,3,0,5,0,11,5,2,11,2,7,5,0,0,3,5,0,0,2,4,5,5,5,2
Cueca Larga De La Fortuna,T5545R01,Satirical song; courtship song; dance song,10,10,7,8,11,11,0,2,0,8,6,11,6,9,3,9,2,11,11,5,5,11,0,3,2,0,0,3,0,0,5,5,6,8,5,8,8
Soruk Bollur Yryata,T5410R34m,Epic song; heroic song,10,11,11,8,11,11,11,11,11,8,1,11,11,11,3,4,0,1,8,2,2,11,11,0,2,0,0,0,5,5,11,5,2,0,8,11,11
The Song of the Hero of the Lower World,T5410R35,Epic song; heroic song,10,11,11,8,11,11,11,11,11,11,0,11,11,11,3,5,5,1,8,8,2,11,8,9,5,11,0,3,11,0,11,5,0,0,5,2,5
Talba-talba Tatyiana ,T5410R36,"",10,11,11,0,11,11,11,11,11,5,6,11,11,11,3,2,0,0,11,5,0,4,5,3,2,3,0,3,5,0,11,5,0,0,0,8,5
Uluu Elienini Uruiduubun,T5410R43,Mourning song,10,11,11,8,11,11,11,11,11,8,6,11,11,11,3,1,2,0,11,8,0,11,5,3,5,0,0,3,5,0,11,5,2,0,2,5,8
Byttyk-byttyk Maapyiabyn,T5410R37,"",10,11,11,8,11,11,11,11,11,8,1,11,11,11,11,4,2,1,3,5,5,11,8,7,2,3,0,0,5,0,11,2,0,0,5,5,5
Kyllaakh Aryy ,T5410R38,"",10,11,11,8,11,11,11,11,11,5,6,11,11,11,3,1,2,0,0,8,2,11,2,1,5,0,0,0,5,0,5,5,4,5,2,8,2
Makhsyakhalyyr Suruksut,T5410R39,Comic song,10,11,11,8,11,11,11,11,11,5,1,11,11,11,0,4,2,1,3,5,0,11,11,7,5,7,0,3,5,0,11,2,0,0,11,5,5
Lullaby,T5410R40,Lullaby,10,11,11,8,11,11,11,11,11,2,6,11,11,11,11,9,0,11,11,8,2,11,5,7,2,0,0,0,0,0,11,5,0,0,0,8,8
Taatta uluuha ohuokhaia ,T5410R41,Dance song; round dance,10,11,11,8,11,11,11,11,11,8,6,11,11,11,0,1,5,0,11,8,5,11,5,1,5,0,0,3,5,0,11,2,2,2,2,8,5
Uus Aldan uluuha ohuokhaia ,T5410R42,Round dance; dance song,10,11,11,8,11,11,11,11,11,5,6,11,11,11,3,1,2,0,1,5,0,11,5,1,5,0,0,3,5,0,11,5,4,2,2,8,5
Song of the Frog or Toad,T5403R54,Animal song,10,11,11,8,11,11,11,11,11,2,1,11,11,11,0,10,2,9,3,2,0,11,0,3,8,0,0,7,5,0,5,0,2,8,2,5,2
Song of the Pirarucu Fish,T5403R55,Animal song,10,11,11,8,11,11,11,11,11,2,1,11,11,11,0,9,2,11,11,5,0,11,0,3,11,0,0,7,5,0,5,0,4,11,5,2,5
Song of the Tapirape,T5403R56,"",10,11,11,8,11,11,11,11,11,2,1,11,11,11,0,9,2,11,8,2,0,11,0,7,11,0,0,7,0,0,5,0,4,11,5,2,2
Sacred Aruana-Mask Dance,T5403R57,Mask dance; dance song; fertility song; for ancestors,2,4,10,8,11,11,8,11,11,2,1,11,9,11,11,2,5,0,8,2,0,11,0,7,0,3,0,11,5,5,5,5,6,8,5,8,2
Sacred Aruana-Mask Dance,T5403R58,Mask dance; dance song,2,4,10,5,5,5,8,11,11,5,1,9,9,11,0,3,2,1,11,5,0,11,0,3,0,0,0,11,5,5,5,2,4,8,5,8,0
Lullaby,T5403R59,Lullaby,10,11,11,8,11,11,11,11,11,2,1,11,11,11,3,1,0,0,11,8,2,11,0,7,11,3,0,11,5,0,5,0,4,8,8,5,2
Mourning of a Young Widow,T5403R60,Mourning song,10,11,11,8,11,11,11,11,11,2,1,11,11,11,3,8,2,7,11,2,2,11,0,3,11,0,0,7,0,0,0,2,4,2,2,0,2
Girl's Puberty Song 1,PENDING,Puberty song; round dance; dance song,5,9,7,2,2,8,5,0,2,2,1,7,9,9,3,6,0,7,0,8,2,11,0,7,8,0,0,0,0,0,5,2,4,5,5,5,2
Handgame Song,PENDING,Hand game song; game song; competitive song,7,3,5,5,5,2,5,0,8,0,1,9,9,9,3,6,2,4,11,8,2,11,0,7,5,0,0,3,0,0,5,5,4,5,5,8,0
Handgame Song,PENDING,Hand game song; game song; competitive song,7,9,7,5,2,2,5,0,2,2,6,9,9,9,3,0,0,9,11,5,5,11,2,3,11,0,0,3,0,0,0,2,2,2,2,5,2
Handgame Song,PENDING,Hand game song; game song; competitive song,7,7,7,5,5,2,5,0,2,2,1,9,9,9,11,6,0,7,3,5,5,11,0,3,11,0,0,3,5,0,0,5,4,2,2,5,0
"Handgame Song, Henia",PENDING,Game song; round dance; dance song; hand game song,6,9,7,2,5,5,5,0,2,2,6,7,9,9,3,6,2,6,11,5,5,11,0,7,11,0,3,3,5,0,0,2,4,2,2,5,2
Henia,PENDING,Game song; round dance; dance song,7,9,7,5,5,5,5,0,2,2,6,9,6,9,3,0,2,0,8,8,2,11,0,3,5,0,0,3,5,0,5,2,4,2,5,5,2
Pine Nut Dance Song,PENDING,Harvest song; dance song; round dance,7,11,11,5,5,2,11,11,11,2,1,9,11,11,3,6,0,7,1,5,2,11,0,3,8,0,0,0,5,0,0,2,4,5,5,5,5
Girl's Puberty Song 7,PENDING,Puberty song; girls' song,5,11,11,2,5,5,11,11,11,2,6,7,11,11,3,0,2,0,3,2,2,11,0,3,8,0,0,3,0,0,5,2,4,5,5,8,2
Girl's Puberty Song 4,PENDING,Puberty song; girls' song,6,11,11,5,2,5,11,11,11,2,1,9,11,11,11,0,2,1,8,8,2,11,0,7,8,0,0,3,5,5,0,2,4,2,5,5,2
Girl's Puberty Song 2,PENDING,Puberty song; dance song; girls' song,6,11,11,5,2,2,11,11,11,0,6,9,11,11,3,6,2,6,1,5,2,11,0,7,8,0,0,3,0,0,0,2,4,2,5,5,0
"Whose, Whose Little Wheel in the Field?",T5463R25,Harvest song,6,11,11,0,5,0,11,11,11,11,1,9,11,11,3,1,5,1,0,2,0,2,5,7,2,0,0,7,5,0,5,11,2,5,2,8,5
"Oh, Once More",T5463R20,Work song,6,11,11,0,5,2,11,11,11,5,6,0,11,11,0,1,2,0,8,5,5,0,0,3,2,0,0,3,5,5,0,5,2,5,5,11,5
"How on the Sea, the Blue Sea",T5463R23,Spring song,10,11,11,8,11,11,11,11,11,11,1,11,11,11,3,0,5,1,1,5,2,11,2,7,8,0,0,3,5,5,0,5,4,5,2,5,5
"Early in the Morning, Manyechka",T5463R22,Spring song,10,11,11,8,11,11,11,11,11,11,1,11,11,11,3,3,2,1,3,8,5,11,0,7,8,0,0,0,5,5,0,5,4,5,5,5,5
On the Sea a Birch Sank,T5463R24,Spring song,4,11,11,0,2,2,11,11,11,11,1,9,11,11,3,2,5,1,11,5,5,9,5,7,0,0,0,7,5,0,11,11,4,8,5,8,5
"From Beneath the Mountains, from Beneath a Stone",T5463R27,Wedding song,4,11,11,0,5,2,11,11,11,11,1,0,11,11,3,0,2,1,1,8,5,2,8,7,5,0,0,7,5,0,5,5,2,5,5,8,5
Anytime,T5468R09,Popular song; crooning,10,0,0,8,11,11,0,2,0,11,6,11,6,3,3,6,5,6,8,2,2,11,2,9,2,0,0,3,0,5,0,5,4,5,5,5,11
Kiss of Fire,T5468R11,Tango,10,0,0,8,11,11,0,0,2,11,6,11,6,0,3,6,5,6,0,0,5,11,2,3,2,3,3,3,0,5,0,2,2,2,5,5,11
The Gold Rush Is Over,T5468R12,Popular song,2,0,0,0,2,0,0,0,0,11,6,5,6,5,3,6,5,6,11,2,5,2,2,1,2,0,0,3,0,5,0,5,2,8,11,5,11
Don't Let the Stars Get in Your Eyes,T5468R15,Ballad; crooning,4,0,0,0,2,0,0,0,0,8,6,9,6,5,3,10,5,11,0,2,5,2,0,1,2,0,0,3,5,0,0,5,4,0,2,5,11
Half as Much,T5468R13,Popular song,10,0,0,8,11,11,0,5,0,8,6,11,6,5,3,6,5,6,0,2,5,11,5,9,2,3,0,3,0,11,0,2,4,0,2,5,5
Wheel of Fortune,T5468R14,Popular song,4,0,0,0,0,0,0,2,0,11,6,11,6,5,3,9,5,11,1,2,5,4,2,7,2,0,0,7,5,11,5,5,6,8,5,8,11
Hits 1950s Song,NULL,"",10,0,0,8,11,11,0,0,0,11,6,11,6,5,3,9,5,11,3,2,5,11,2,9,2,3,0,3,5,0,0,2,4,0,5,5,8
Hits 1950s Song,NULL,"",10,0,7,8,11,11,0,2,0,5,6,11,6,5,3,7,5,3,3,2,2,11,2,7,2,0,0,7,0,5,0,5,2,5,5,8,8
Wish You Were Here,T5468R10,Popular song; crooning,10,0,0,8,11,11,0,2,0,8,6,11,6,0,3,9,0,11,8,2,5,11,0,9,2,3,3,0,0,5,0,5,4,0,5,5,11
Hits 1950s Song,NULL,"",2,0,7,0,0,0,0,0,0,8,6,9,6,5,3,9,0,11,0,0,2,2,2,3,2,0,0,3,0,11,5,5,2,2,8,8,5
Moravian Song 1,T5462R08,"",10,3,7,8,11,11,0,5,8,11,6,11,6,7,3,10,2,11,8,5,5,11,5,1,2,0,0,7,0,0,5,5,6,8,5,11,8
Moravian Song 2,T5462R05,"",10,11,11,8,11,11,11,11,11,11,1,11,11,11,3,6,5,4,3,2,5,11,0,7,5,3,0,3,0,5,0,5,4,8,5,8,11
Moravian Song 3,T5462R06,"",10,11,11,8,11,11,11,11,11,11,1,11,11,11,0,6,2,3,3,2,5,11,0,7,0,7,0,3,5,0,0,5,2,5,5,8,8
Moravian Song 4,T5462R07,"",10,10,10,8,11,11,0,11,11,11,0,11,0,11,0,10,2,7,8,5,5,11,5,9,0,11,11,3,5,5,5,5,2,8,5,11,8
Moravian Song 5,T5462R45,"",4,9,7,0,0,0,0,0,2,5,6,9,6,0,3,9,0,11,8,2,5,2,2,7,5,0,0,0,0,0,0,5,2,2,2,5,8
Moravian Song 6,T5462R19,"",10,9,7,8,11,11,0,2,2,11,0,11,0,0,3,6,2,4,3,5,5,11,0,9,2,11,11,3,5,5,0,5,4,5,2,5,8
Moravian Song 7,T5462R18,Girls' song,6,11,11,0,0,0,11,11,11,11,1,9,11,11,3,9,5,11,3,5,5,2,0,7,5,3,0,0,0,0,0,2,2,2,2,5,8
Male Chorus with String Ensemble,T5462R04,"",6,6,7,0,2,0,0,0,2,11,1,9,1,0,3,6,2,4,1,2,5,2,0,7,5,0,0,0,0,5,0,5,2,5,5,5,11
Circle Dance,PENDING,Dance song; circle dance,10,10,7,8,11,11,5,5,5,2,6,11,6,5,3,9,2,11,11,5,5,11,0,7,8,0,0,3,0,0,5,0,4,8,8,2,0
Hand Game Song 1,PENDING,Hand game song; game song,6,9,6,5,2,2,5,0,0,2,1,9,9,9,3,6,2,9,11,5,2,11,0,7,5,0,0,3,0,0,0,2,4,2,8,5,0
Mountain Sheep Song,PENDING,Animal song,6,10,10,5,5,2,8,11,11,5,6,9,9,11,3,1,2,0,3,8,5,11,0,3,5,0,0,3,0,0,5,2,2,2,5,5,2
Round Dance Song,PENDING,Round dance; dance song,6,10,10,5,5,2,8,11,11,2,6,9,9,11,3,6,2,3,11,8,2,11,0,7,5,0,0,3,5,0,0,2,2,2,8,5,2
Lullaby,PENDING,Lullaby,10,11,11,8,11,11,11,11,11,2,6,11,11,11,3,6,2,7,3,5,5,11,0,7,8,0,0,3,0,5,0,5,4,2,2,5,5
Stick Game Song,PENDING,Game song; stick game song,10,10,10,8,11,11,8,11,11,2,6,11,9,11,3,6,2,6,11,5,5,11,0,3,5,0,0,3,0,0,0,2,4,2,2,5,5
Coyote Song,PENDING,Animal song,7,10,10,5,5,2,8,11,11,2,6,9,9,11,3,6,2,6,11,8,2,11,0,7,8,0,0,3,5,0,0,2,4,8,5,5,2
Chivut,PENDING,Hunting song,7,4,10,5,2,5,8,11,11,2,1,9,9,11,3,6,0,4,11,8,2,11,0,1,5,0,0,0,0,0,0,2,4,5,5,5,2
Medicine Man Snake Dance,PENDING,Shaman song; dance song; animal song,6,10,10,5,2,2,8,11,11,5,6,9,9,11,3,6,2,7,11,8,2,11,0,7,5,0,0,3,0,0,5,2,4,5,5,5,2
Male Solo,T5426R29,Men's song,10,11,11,8,11,11,11,11,11,5,1,11,11,11,3,6,5,4,11,5,5,11,0,3,5,3,0,0,0,0,0,5,4,5,5,5,5
Men's Chorus,T5426R30,Men's song,6,11,11,5,2,0,11,11,11,2,1,9,11,11,3,0,5,1,3,8,2,11,0,1,2,3,0,0,0,0,0,5,4,11,5,5,2
Male Solo,T5426R28,Men's song,10,11,11,8,11,11,11,11,11,5,1,11,11,11,3,9,2,4,3,5,5,11,0,3,5,3,0,3,0,0,0,2,6,11,8,5,5
Men's Chorus,T5426R27,Men's song,7,11,11,5,2,5,11,11,11,5,1,9,11,11,11,1,2,0,11,8,5,11,0,7,8,7,0,0,0,0,0,5,4,11,2,0,2
Men's Chorus,T5426R26,Men's song,4,11,11,5,2,0,11,11,11,5,1,9,11,11,3,2,5,7,3,8,5,11,0,1,8,3,0,3,5,0,0,5,4,8,0,5,2
Male Solo,T5426R34,Men's song,10,11,11,8,11,11,11,11,11,5,0,11,11,11,3,2,5,1,8,5,2,11,0,9,11,11,0,0,5,5,0,2,2,5,0,0,0
Male Duet,T5426R33,Men's song,6,11,11,5,0,8,11,11,11,5,1,9,11,11,3,2,5,0,8,8,2,11,0,7,11,0,0,0,0,0,0,2,2,5,2,0,2
Men's Chorus,T5426R32,Men's song,5,11,11,5,0,8,11,11,11,5,1,9,11,11,3,1,5,0,11,8,2,11,0,7,11,7,0,0,0,5,0,2,6,5,5,0,0
Men's Chorus,T5426R31,Men's song,5,11,11,5,0,8,11,11,11,5,1,9,11,11,3,1,5,1,8,5,5,11,2,9,11,7,0,3,5,0,0,2,2,5,2,0,2
Men's Chorus,T5426R35,Men's song,6,11,11,5,5,8,11,11,11,5,1,9,11,11,3,10,2,11,3,5,5,11,0,1,8,7,0,0,0,5,0,2,6,8,5,2,2
Kirtan,T5485R22,"",2,3,5,2,8,8,0,5,5,8,0,7,0,5,3,2,2,0,11,5,8,11,11,9,2,11,11,11,5,5,11,5,11,11,8,11,8
Huri Bol,T5485R21,"",6,0,0,5,8,5,0,8,2,0,6,9,6,3,0,0,5,0,11,8,5,11,8,1,0,3,0,3,0,0,0,5,11,11,5,8,5
The Shandi,T5485R19,Vedic chant; chant,0,11,11,0,8,5,11,11,11,5,1,0,11,11,3,0,0,0,11,8,5,0,0,1,5,3,0,7,0,0,0,5,9,8,5,8,8
Ragonath,T5485R20,Ballad,10,11,11,8,11,11,11,11,11,11,1,11,11,11,3,11,5,9,1,2,5,11,2,7,5,11,0,7,5,5,0,5,9,11,8,5,8
Kanyapur Song,T5485R17,"",5,3,4,2,8,8,5,5,0,8,0,7,0,5,3,4,0,0,3,2,8,11,8,1,2,0,0,7,5,5,5,5,9,11,5,2,8
Bihar,T5485R16,"",10,0,7,8,11,11,5,5,5,5,1,11,1,3,3,10,5,11,8,0,8,11,11,1,5,3,3,7,5,5,11,5,9,8,5,2,8
Humorous Baul Song,NULL,Comic song; baul song,10,3,7,8,11,11,2,5,0,11,6,11,6,5,3,8,5,11,8,2,5,11,5,7,2,3,3,7,5,0,5,2,4,2,2,2,8
Baul Singing,T5485R18,Baul song,10,4,7,8,11,11,5,8,2,11,1,11,1,3,3,11,2,11,8,2,8,11,11,9,5,7,7,11,5,11,0,5,11,11,8,2,8
Dharmoraj Puja,T5485R25,Festival song; dance song; invocation,6,6,6,5,8,5,5,0,2,11,1,9,1,5,0,0,2,0,11,8,8,11,0,7,8,11,7,11,5,0,0,2,9,8,5,2,5
Kali Puja,T5485R24,Song for community gathering; ceremonial song,5,3,4,2,8,8,5,8,8,2,0,7,3,5,11,2,2,0,11,5,8,11,8,3,0,11,3,7,5,5,0,5,9,11,8,11,2
"Village Play, Jatra",T5485R23,Theater music,10,3,5,8,11,11,2,5,8,11,0,11,0,3,3,11,8,11,3,2,8,11,11,9,2,11,0,11,5,11,5,5,11,11,5,8,8
Mandanjada,PENDING,"",7,4,7,0,5,5,5,8,2,2,1,9,1,5,0,0,5,1,8,5,8,9,0,1,8,3,3,7,0,0,0,5,6,8,5,2,2
Garimba,PENDING,"",7,4,5,5,5,2,5,8,5,5,6,9,6,5,0,0,5,1,3,5,8,11,5,3,5,0,0,7,0,0,0,2,6,5,8,2,2
Wanjgalida,PENDING,"",10,10,7,8,11,11,5,8,8,2,1,11,9,9,7,1,2,1,11,2,2,11,2,3,8,0,0,3,0,0,5,0,6,8,5,2,8
Nyangumarda Song 3,PENDING,"",7,11,11,5,5,2,11,11,11,8,1,9,11,11,0,6,5,4,11,5,8,11,0,7,8,0,0,7,0,0,0,2,9,8,8,2,2
Rimimbi,PENDING,"",10,4,7,8,11,11,5,5,0,2,1,11,9,5,3,1,2,0,11,5,5,11,0,3,5,0,0,7,0,0,0,5,6,8,8,5,2
Mangarala,PENDING,"",6,4,10,5,5,5,8,11,11,2,1,9,9,11,0,0,5,1,11,2,8,11,0,1,5,0,0,7,0,11,0,0,4,8,5,2,2
Nyangumarda Song 1,PENDING,"",6,9,6,5,5,2,5,2,5,2,6,9,9,9,7,0,8,0,11,2,8,11,5,3,5,0,0,7,0,0,0,0,6,8,8,2,2
Yindjibarndi Song,PENDING,"",7,4,10,5,8,8,8,11,11,2,1,9,9,11,7,6,8,9,11,2,8,11,0,3,5,3,0,7,0,0,0,0,4,2,2,5,2
Yindjibarndi Song,PENDING,"",6,11,11,5,8,8,11,11,11,5,1,9,11,11,3,1,5,0,8,2,8,11,0,3,5,3,0,7,0,0,0,2,9,2,5,2,2
Slovakian Folk Song 2,T5462R03,"",6,11,11,5,2,2,11,11,11,11,1,9,11,11,0,9,2,11,3,2,5,11,0,1,2,0,0,0,0,5,5,2,2,5,2,5,5
Male Chorus,T5462R02,Men's song,6,11,11,0,0,0,11,11,11,11,6,9,11,11,3,6,5,4,8,2,2,2,0,9,5,3,0,3,0,5,0,2,2,5,2,5,5
Male Chorus,T5462R01,Men's song,4,11,11,0,0,0,11,11,11,11,1,9,11,11,11,6,5,7,8,5,5,4,2,9,5,3,0,7,5,5,5,5,2,5,2,8,5
Slovakian Song 3,T5462R12,Men's song,4,11,11,0,0,0,11,11,11,8,1,9,11,11,3,6,2,7,3,0,5,2,2,9,5,7,0,3,0,5,0,2,2,2,2,5,8
Slovakian Song 4,T5462R11,Women's song,6,11,11,0,0,0,11,11,11,8,1,9,11,11,0,1,5,0,8,5,5,2,0,3,2,3,0,3,0,0,5,2,2,5,0,8,8
Male Chorus,T5462R10,Men's song,4,11,11,0,0,0,11,11,11,11,1,9,11,11,0,4,2,0,8,5,5,2,0,7,2,3,0,0,0,5,0,5,2,2,2,8,8
Female Chorus,T5462R09,Women's song,4,11,11,0,0,0,11,11,11,11,1,9,11,11,3,6,2,7,3,2,5,2,0,7,5,3,0,3,0,5,0,2,2,2,2,5,8
Vlach Song,T5462R13,"",10,0,7,8,11,11,0,2,2,11,6,11,3,5,3,10,0,11,3,2,5,11,5,3,2,0,0,7,0,5,5,5,4,5,2,8,5
Peasant Girl's Choir,T5462R14,Girls' song,6,9,0,0,2,2,0,5,2,11,6,9,6,5,3,4,2,1,11,5,5,2,2,7,5,3,3,3,0,0,0,2,4,5,5,5,11
Slovakian Song,T5462R15,"",10,9,7,8,11,11,0,5,2,8,1,11,6,5,3,9,2,11,11,5,5,11,0,7,2,3,3,3,0,5,5,8,4,5,5,8,8
Kalori,NULL,Threshing song; work song; agricultural song,2,11,11,0,0,0,11,11,11,8,0,5,11,11,3,11,5,4,8,5,8,11,11,9,2,11,0,3,11,0,5,11,4,11,8,8,2
Oduri,NULL,"",2,11,11,0,2,0,11,11,11,2,0,5,11,11,3,10,5,11,3,2,5,4,5,9,0,11,0,3,5,0,0,2,2,8,5,8,5
Arimburi,NULL,Reaping song; harvest song; work song; agricultural song,0,11,11,0,2,2,11,11,11,2,0,5,11,11,11,2,8,0,3,2,5,4,2,7,0,11,0,3,5,0,11,5,2,11,8,11,2
Khasanbegura,T5467R14,Heroic song; topical song; historical song,0,11,11,0,0,0,11,11,11,0,6,0,11,11,11,7,2,9,8,0,0,0,0,1,0,0,0,0,5,0,11,2,0,2,0,11,5
Zamatazi ,T5467R16,Table song,7,11,11,0,0,0,11,11,11,2,0,5,11,11,3,10,8,11,3,0,8,9,8,9,2,11,0,3,11,5,11,2,2,0,2,8,2
Guria Song,T40028R02,"",0,11,11,0,0,0,11,11,11,2,1,0,11,11,3,6,8,4,1,2,5,0,0,1,2,3,0,0,5,0,0,0,0,2,2,8,2
Naduri,T40028R01,"",0,11,11,0,2,0,11,11,11,2,0,0,11,11,3,2,8,0,3,0,0,0,2,1,0,3,0,7,11,0,11,2,0,0,8,11,2
Lile,T5467R19,"",7,11,11,0,0,0,11,11,11,5,1,9,11,11,3,6,2,9,3,2,5,2,0,9,0,3,0,0,5,0,0,2,2,2,5,11,8
Urmuli,T5467R18,"",10,11,11,8,11,11,11,11,11,8,0,11,11,11,3,7,5,4,11,2,5,11,5,7,2,11,0,3,5,5,5,2,4,8,8,8,5
Nana,T5467R17,Lullaby,10,11,11,8,11,11,11,11,11,5,1,11,11,11,11,1,2,0,11,5,2,11,0,7,8,3,0,0,5,5,0,2,2,8,2,2,5
Dance Song,NULL,Dance song,4,10,10,0,2,0,0,11,11,8,6,5,6,11,3,6,5,4,3,2,5,4,5,1,2,3,0,0,0,0,0,2,2,8,2,8,5
Funeral Lament,T5470R01,Funeral song; lament,7,11,11,5,5,8,11,11,11,8,1,9,11,11,3,1,5,0,1,5,8,11,5,7,8,7,0,7,5,5,5,5,6,11,5,8,5
Wedding Song,T5470R09,Wedding song,4,11,11,2,8,8,11,11,11,11,0,7,11,11,3,6,5,7,11,5,8,11,8,9,8,11,0,7,5,11,5,5,4,8,5,5,5
"Nerentzoula, Wedding Procession",T5470R08m,Wedding song; processional music,3,11,11,5,8,8,11,11,11,8,1,9,11,11,3,6,5,7,8,8,5,4,5,7,5,0,0,7,5,5,5,5,6,8,5,5,5
The Partridge,T5470R07,Wedding song; dance song,6,11,11,5,8,8,11,11,11,8,3,9,11,11,3,6,2,6,8,5,5,4,2,3,5,3,0,7,5,5,5,5,6,8,5,8,5
Dance Song,T5470R05,Dance song; celebratory song; song about leadership; topical song,6,11,11,5,8,8,11,11,11,8,6,9,11,11,3,2,2,6,11,8,5,11,0,3,5,3,0,7,5,0,0,2,6,8,5,5,8
Dance Song,T5470R06,Dance song,7,11,11,5,5,8,11,11,11,8,6,9,11,11,3,6,2,6,11,8,5,11,2,3,5,0,0,3,5,0,5,5,6,8,5,5,8
Funeral Lament,T5470R02,Funeral song; lament,5,11,11,5,5,8,11,11,11,8,1,7,11,11,3,0,5,0,3,8,5,11,5,9,11,7,0,7,5,5,11,2,6,8,5,8,2
Funeral Lament in Satiric Form,T5470R03,Funeral song; lament,7,11,11,5,8,8,11,11,11,11,1,9,11,11,3,0,8,0,11,8,5,11,5,7,5,3,0,7,5,5,0,5,6,8,8,5,5
Lament for George III,T5470R04,Funeral song; lament,7,11,11,5,5,8,11,11,11,11,1,9,11,11,3,0,5,0,11,2,5,11,5,7,5,3,0,3,5,5,0,0,9,8,11,5,5
Iovnana,T5467R15,Healing song,7,11,11,0,0,0,11,11,11,2,6,5,11,11,3,0,5,1,8,5,5,9,0,9,8,3,0,7,0,5,0,5,2,2,2,2,5
Dance Song,T5434R06,Dance song,4,0,7,5,2,2,5,0,0,8,6,9,6,5,3,5,2,0,8,5,5,11,0,7,5,0,0,3,5,0,0,2,2,8,2,5,2
Song for Chief,T5434R03,Song about leadership; chief's song,10,4,10,8,11,11,0,11,11,0,1,11,6,11,3,2,2,1,8,8,8,11,0,9,8,3,0,11,11,0,0,5,4,8,5,2,0
Dance Song,T5434R02,Dance song,7,9,3,5,2,2,0,2,0,2,1,9,1,5,3,3,2,11,3,5,5,11,0,7,5,0,0,3,5,0,0,5,2,8,2,8,0
Song About a Great King,T5434R04,Song about leadership; song for royalty,1,0,6,5,2,2,0,0,0,5,1,9,1,0,3,10,2,11,8,2,5,11,5,3,2,0,0,3,11,5,5,2,4,8,2,11,2
Song About Tyrant Amadu,T5434R05,Song about leadership; song for royalty,2,0,7,5,2,2,0,0,0,8,1,9,1,1,3,2,2,11,3,5,5,11,5,7,2,0,0,7,5,5,5,5,4,8,2,11,2
Song for a Rich Man,T5434R09,Begging song,4,0,7,5,2,2,5,0,0,5,6,9,6,5,3,9,2,11,3,5,5,11,2,3,5,0,0,7,5,0,5,8,2,11,5,5,2
Song for a Rich Man,T5434R08,Begging song,3,0,7,5,2,2,0,0,0,8,6,9,6,3,3,4,2,0,3,5,5,11,0,3,2,0,0,3,0,0,0,2,2,11,5,8,2
